AÑO;MES;DÍA;INDICE_NOMINAL;RENT_ANUAL_IN;INDICE_REAL;RENT_ANUAL_IR
2016;Octubre;5;262.83;0.2141;192.27;0.1811
2016;Octubre;6;262.87;0.2139;192.02;0.179
2016;Octubre;7;262.97;0.2135;192.28;0.1796
2016;Octubre;10;263.35;0.2152;192.31;0.1797
2016;Octubre;11;263.87;0.2176;192.82;0.1828
2016;Octubre;12;263.69;0.2157;192.5;0.1804
2016;Octubre;13;263.91;0.2174;193.9;0.1862
2016;Octubre;14;264.34;0.214;192.84;0.1654
2016;Octubre;17;263.9;0.201;192.56;0.1487
2016;Octubre;18;263.84;0.2007;192.5;0.1483
2016;Octubre;19;263.72;0.1986;192.37;0.1472
2016;Octubre;20;264.26;0.1986;192.67;0.1464
2016;Octubre;21;264.42;0.194;192.78;0.1394
2016;Octubre;24;264.9;0.1834;193.09;0.1259
2016;Octubre;25;264.77;0.1828;192.88;0.1247
2016;Octubre;26;264.61;0.1838;192.62;0.1244
2016;Octubre;27;264.18;0.1755;192.27;0.1153
2016;Octubre;28;264.62;0.1799;192.74;0.1202
2016;Octubre;31;264.86;0.1819;192.92;0.1191
2016;Noviembre;2;264.81;0.1824;192.79;0.1189
2016;Noviembre;3;264.39;0.1839;192.28;0.1207
2016;Noviembre;4;264.43;0.1876;192.31;0.1244
2016;Noviembre;7;264.62;0.1949;192.43;0.1326
2016;Noviembre;8;264.95;0.1963;192.72;0.1343
2016;Noviembre;9;262.78;0.1869;190.66;0.1226
2016;Noviembre;10;257.56;0.1592;187.77;0.1013
2016;Noviembre;11;255.4;0.1471;185.61;0.0854
2016;Noviembre;14;250.64;0.1164;181.8;0.0546
2016;Noviembre;15;249.97;0.1134;181.34;0.0519
2016;Noviembre;16;252.38;0.1236;183.92;0.0673
2016;Noviembre;21;253.3;0.1144;183.94;0.0555
2016;Noviembre;22;254.38;0.1192;185.07;0.062
2016;Noviembre;23;253.73;0.1201;184.48;0.0638
2016;Noviembre;24;254.14;0.1193;184.86;0.0611
2016;Noviembre;25;254.18;0.1202;184.86;0.0621
2016;Noviembre;28;254.78;0.1251;185.34;0.0738
2016;Noviembre;29;254.77;0.1251;185.25;0.0733
2016;Noviembre;30;254.27;0.1211;184.81;0.0626
2016;Diciembre;1;253.48;0.1177;184.07;0.0562
2016;Diciembre;2;253.82;0.1198;183.15;0.0526
2016;Diciembre;5;254.17;0.1233;184.52;0.0614
2016;Diciembre;6;254.58;0.125;184.87;0.0634
2016;Diciembre;7;255.19;0.1265;185.35;0.0651
2016;Diciembre;9;255.59;0.1294;185.7;0.0692
2016;Diciembre;12;255.56;0.1385;185.63;0.0692
2016;Diciembre;13;255.66;0.139;185.78;0.0701
2016;Diciembre;14;255.4;0.1471;185.68;0.0943
2016;Diciembre;15;254.3;0.1426;184.82;0.0898
2016;Diciembre;16;253.9;0.1379;184.28;0.0753
2016;Diciembre;19;254.39;0.1389;184.55;0.0761
2016;Diciembre;20;254.46;0.1392;184.51;0.0758
2016;Diciembre;21;254.41;0.1396;184.43;0.0771
2016;Diciembre;22;253.74;0.1389;183.77;0.0748
2016;Diciembre;23;253.74;0.1398;183.77;0.0778
2016;Diciembre;26;254.75;0.1443;184.76;0.0836
2016;Diciembre;27;254.56;0.1434;184.64;0.0829
2016;Diciembre;28;254.13;0.1444;184.17;0.0826
2016;Diciembre;29;253.89;0.1444;184.02;0.0838
2016;Diciembre;30;253.6;0.1491;183.97;0.0834
2016;Diciembre;31;253.64;0.1466;0;0
2017;Enero;2;253.19;0.1445;183.62;0.0782
2017;Enero;3;253.63;0.1465;183.75;0.079
2017;Enero;4;252.84;0.1426;183.11;0.0746
2017;Enero;5;253.54;0.1365;183.81;0.0718
2017;Enero;6;254.11;0.1399;184.54;0.0772
2017;Enero;9;255.15;0.1488;185.37;0.0876
2017;Enero;10;255.29;0.1495;185.26;0.087
2017;Enero;11;255.89;0.1526;186.04;0.0929
2017;Enero;12;257.85;0.1642;187.64;0.1051
2017;Enero;13;257.91;0.1645;187.72;0.1053
2017;Enero;16;257.18;0.1619;186.91;0.102
2017;Enero;17;258.38;0.1673;187.85;0.1075
2017;Enero;18;257.72;0.1662;187.31;0.1039
2017;Enero;19;257.53;0.1653;187.04;0.1021
2017;Enero;20;258.58;0.1708;188.02;0.1176
2017;Enero;23;259.56;0.1748;188.68;0.1199
2017;Enero;24;259.7;0.1755;188.82;0.1208
2017;Enero;25;259.57;0.1758;188.81;0.1202
2017;Enero;26;259.87;0.1809;188.84;0.1262
2017;Enero;27;260.38;0.1863;189.4;0.1361
2017;Enero;30;260.9;0.1934;189.79;0.1433
2017;Enero;31;261.58;0.1965;191.88;0.156
2017;Febrero;1;261.78;0.1969;190.64;0.1494
2017;Febrero;2;261.9;0.1957;190.87;0.1505
2017;Febrero;3;261.64;0.1893;190.9;0.1435
2017;Febrero;6;261.22;0.1774;190.39;0.1317
2017;Febrero;7;260.47;0.174;189.78;0.1281
2017;Febrero;8;260.36;0.1752;189.62;0.1248
2017;Febrero;9;260.67;0.1806;189.76;0.1313
2017;Febrero;10;260.99;0.1826;190.05;0.1333
2017;Febrero;13;260.61;0.1815;189.84;0.1305
2017;Febrero;14;260.51;0.1811;189.7;0.1296
2017;Febrero;15;260.64;0.1733;189.73;0.1214
2017;Febrero;16;260.6;0.1742;189.68;0.1227
2017;Febrero;17;260.24;0.1723;189.34;0.1206
2017;Febrero;20;260.35;0.1726;189.5;0.1206
2017;Febrero;21;260.37;0.1727;189.26;0.1192
2017;Febrero;22;260.89;0.1741;189.72;0.1201
2017;Febrero;23;261.41;0.1762;190.07;0.122
2017;Febrero;24;262.06;0.1804;190.75;0.1271
2017;Febrero;27;261.89;0.1725;190.61;0.1162
2017;Febrero;28;261.45;0.168;190.26;0.1142
2017;Marzo;1;253.83;0.1328;189.99;0.1102
2017;Marzo;2;253.59;0.1286;189.67;0.1029
2017;Marzo;3;253.74;0.1246;189.77;0.0971
2017;Marzo;6;254.21;0.1218;189.94;0.0934
2017;Marzo;7;254.22;0.1192;189.91;0.0893
2017;Marzo;8;254.07;0.118;189.85;0.0888
2017;Marzo;9;253.78;0.1136;189.61;0.0844
2017;Marzo;10;254.35;0.1128;190.07;0.0816
2017;Marzo;13;255.02;0.1051;190.52;0.0683
2017;Marzo;14;255.32;0.1081;190.86;0.0668
2017;Marzo;15;256.34;0.116;191.89;0.0792
2017;Marzo;16;257.92;0.1213;193.09;0.0823
2017;Marzo;17;258.35;0.1128;193.48;0.0693
2017;Marzo;20;258.26;0.1119;193.46;0.0693
2017;Marzo;21;259.46;0.1239;194.29;0.0845
2017;Marzo;22;259.65;0.1275;194.53;0.0902
2017;Marzo;23;259.43;0.1287;194.34;0.0891
2017;Marzo;24;260.21;0.132;195.07;0.0932
2017;Marzo;27;261.62;0.1382;196.46;0.1009
2017;Marzo;28;262.24;0.1335;196.66;0.097
2017;Marzo;29;262.47;0.1322;196.74;0.0926
2017;Marzo;30;262.28;0.1263;197.1;0.0881
2017;Marzo;31;262.59;0.1217;197.15;0.0882
2017;Abril;3;262.47;0.1249;197.53;0.0886
2017;Abril;4;262.12;0.1281;197.62;0.0951
2017;Abril;5;262.01;0.1402;197.31;0.1127
2017;Abril;6;262.2;0.1381;197.51;0.1135
2017;Abril;7;263.4;0.1441;198.34;0.115
2017;Abril;10;262.09;0.1308;197.54;0.1
2017;Abril;11;261.18;0.0954;196.49;0.0538
2017;Abril;12;261.32;0.0915;196.59;0.0468
2017;Abril;17;262.54;0.0911;198.24;0.0416
2017;Abril;18;263.15;0.0894;198.79;0.0391
2017;Abril;19;263.2;0.0744;198.85;0.0207
2017;Abril;20;262.73;0.0722;198.55;0.0192
2017;Abril;21;263.01;0.0774;198.89;0.0264
2017;Abril;24;263.43;0.0847;199.5;0.0359
2017;Abril;25;263.49;0.0847;199.51;0.0696
2017;Abril;26;263.18;0.0842;199.32;0.0367
2017;Abril;27;264.3;0.0843;200.86;0.0402
2017;Abril;28;265.74;0.0812;202.15;0.0359
2017;Mayo;2;268.72;0.0914;205.17;0.0483
2017;Mayo;3;268.67;0.0968;205.14;0.0481
2017;Mayo;4;268.37;0.0975;204.64;0.0566
2017;Mayo;5;267.77;0.0938;203.81;0.0522
2017;Mayo;8;266.39;0.0853;202.3;0.0435
2017;Mayo;9;266.46;0.0845;202.14;0.0429
2017;Mayo;10;267.15;0.0828;202.68;0.0396
2017;Mayo;11;267.61;0.0826;202.86;0.0386
2017;Mayo;12;268.01;0.0846;203.22;0.0411
2017;Mayo;15;267.78;0.082;202.67;0.0362
2017;Mayo;16;268.07;0.0785;202.77;0.0311
2017;Mayo;17;267.83;0.0747;202.29;0.028
2017;Mayo;18;267.39;0.0777;201.78;0.0331
2017;Mayo;19;267.57;0.0931;202.15;0.053
2017;Mayo;22;266.97;0.0869;201.41;0.0457
2017;Mayo;23;266.79;0.0907;201.23;0.0498
2017;Mayo;24;266.77;0.0891;201.13;0.0492
2017;Mayo;25;267.45;0.0927;201.9;0.0538
2017;Mayo;26;267.84;0.093;202.12;0.0585
2017;Mayo;29;267.66;0.0934;201.95;0.0531
2017;Mayo;30;268.6;0.0957;202.79;0.0559
2017;Mayo;31;269.33;0.0986;203.32;0.0791
2017;Junio;1;269.7;0.1007;203.53;0.0796
2017;Junio;2;270.36;0.0951;203.97;0.0724
2017;Junio;5;270.33;0.087;204.03;0.0618
2017;Junio;6;270.8;0.0865;204.38;0.0656
2017;Junio;7;270.5;0.0828;204.19;0.0608
2017;Junio;8;270.92;0.0832;204.51;0.0606
2017;Junio;9;270.79;0.0844;204.56;0.0629
2017;Junio;12;270.64;0.0863;204.3;0.065
2017;Junio;13;270.21;0.0821;203.79;0.063
2017;Junio;14;271.48;0.0893;204.84;0.0641
2017;Junio;15;271.71;0.0901;205.04;0.065
2017;Junio;16;272.34;0.0948;205.74;0.0775
2017;Junio;19;272.74;0.0945;205.95;0.0761
2017;Junio;20;272.54;0.0895;205.59;0.0686
2017;Junio;21;272.12;0.0885;204.79;0.0662
2017;Junio;22;271.85;0.0894;204.51;0.0525
2017;Junio;23;272.05;0.0812;204.61;0.0529
2017;Junio;26;272.19;0.0826;204.57;0.0526
2017;Junio;27;272.43;0.0825;204.73;0.0526
2017;Junio;28;272.58;0.0797;204.78;0.0483
2017;Junio;30;272.48;0.0695;204.72;0.0348
2017;Julio;3;271.65;0.053;204.69;0.0172
2017;Julio;4;270.94;0.0517;204.02;0.0172
2017;Julio;5;270.08;0.0486;203.21;0.0149
2017;Julio;6;269.58;0.0464;202.64;0.012
2017;Julio;7;267.44;0.0394;202.03;0.0107
2017;Julio;10;266.89;0.0365;199.99;-0.003
2017;Julio;11;268.26;0.04;199.21;-0.0088
2017;Julio;12;269.7;0.0484;200.35;-0.0041
2017;Julio;13;270.02;0.0461;202.51;0.006
2017;Julio;14;270.46;0.0452;202.8;0.0069
2017;Julio;17;271.92;0.0514;202.77;0.0044
2017;Julio;18;272.94;0.0553;202.89;0.0581
2017;Julio;19;273.15;0.0557;204.43;0.0536
2017;Julio;20;274.14;0.06;204.79;0.0556
2017;Julio;21;274.51;0.0604;206.05;0.0677
2017;Julio;24;274.42;0.0608;206.57;0.0765
2017;Julio;25;274.11;0.0603;206.45;0.0785
2017;Julio;26;274.5;0.0618;206.09;0.071
2017;Julio;27;274.78;0.0636;206.46;0.087
2017;Julio;31;274.79;0.0636;207.93;0.0948
2017;Agosto;1;276.32;0.0649;209.78;0.0991
2017;Agosto;2;276.93;0.0658;208.68;0.0979
2017;Agosto;3;276.92;0.065;208.98;0.0994
2017;Agosto;4;276.47;0.0618;208.66;0.0957
2017;Agosto;7;276.5;0.0625;208.02;0.0903
2017;Agosto;8;276.55;0.0632;207.91;0.0905
2017;Agosto;9;275.91;0.061;207.77;0.0899
2017;Agosto;10;276.48;0.0619;207.51;0.0872
2017;Agosto;11;276.89;0.0626;207.83;0.0875
2017;Agosto;14;277.25;0.0621;209.7;0.0894
2017;Agosto;15;276.74;0.0586;208.21;0.0855
2017;Agosto;16;276.58;0.0565;207.99;0.083
2017;Agosto;17;276.77;0.0588;207.86;0.084
2017;Agosto;18;276.83;0.0582;207.93;0.0836
2017;Agosto;21;276.97;0.0586;207.96;0.0841
2017;Agosto;22;277.35;0.0597;208.15;0.0844
2017;Agosto;23;277.35;0.0601;208.45;0.0863
2017;Agosto;24;277.71;0.0605;208.32;0.0848
2017;Agosto;25;278.01;0.0627;208.57;0.0866
2017;Agosto;28;278.77;0.0666;208.74;0.0894
2017;Agosto;29;279.02;0.0724;209.4;0.1
2017;Agosto;31;279.14;0.078;209.5;0.1053
2017;Setiembre;1;271.62;0.0519;209.86;0.1115
2017;Setiembre;4;270.92;0.0493;209.24;0.1073
2017;Setiembre;5;271.83;0.0529;208.81;0.1057
2017;Setiembre;6;271.76;0.0488;209.55;0.109
2017;Setiembre;7;271.79;0.0439;209.42;0.0985
2017;Setiembre;8;272.32;0.0441;209.58;0.0978
2017;Setiembre;11;273.27;0.0533;210.44;0.1097
2017;Setiembre;12;273.54;0.054;210.9;0.1106
2017;Setiembre;13;273.62;0.0573;211.15;0.1162
2017;Setiembre;14;273.58;0.0597;211.07;0.1159
2017;Setiembre;15;274.43;0.0637;211.06;0.1176
2017;Setiembre;18;276.09;0.069;211.94;0.1203
2017;Setiembre;19;276.52;0.0707;213.14;0.1258
2017;Setiembre;20;276.9;0.0708;213.52;0.1264
2017;Setiembre;21;277.19;0.069;213.7;0.1187
2017;Setiembre;22;277.08;0.0644;213.8;0.1189
2017;Setiembre;25;276.57;0.0636;213.8;0.1212
2017;Setiembre;26;275.99;0.0633;213.37;0.1211
2017;Setiembre;27;275.42;0.0598;212.7;0.1179
2017;Setiembre;28;275.2;0.0679;212.44;0.1361
2017;Setiembre;29;275.38;0.0465;212.3;0.1021
2017;Setiembre;30;275.42;0.0463;0;0
2017;Octubre;2;274.99;0.0447;212.36;0.1028
2017;Octubre;3;274.66;0.044;212.15;0.1034
2017;Octubre;4;275.07;0.0477;211.79;0.1036
2017;Octubre;5;275.36;0.0477;212.32;0.1043
2017;Octubre;6;275.4;0.0477;212.56;0.107
2017;Octubre;9;276.71;0.0523;212.57;0.1055
2017;Octubre;10;277.6;0.0541;213.39;0.1096
2017;Octubre;11;277.58;0.052;214.11;0.1104
2017;Octubre;12;277.61;0.0528;214.17;0.1126
2017;Octubre;13;277.57;0.0518;216.21;0.1151
2017;Octubre;16;277.24;0.0488;216;0.1201
2017;Octubre;17;276.44;0.0475;214.37;0.1132
2017;Octubre;18;276.56;0.0482;213.73;0.1103
2017;Octubre;19;277.15;0.0509;213.77;0.1112
2017;Octubre;20;276.76;0.0473;214.22;0.1118
2017;Octubre;23;276.56;0.0459;213.78;0.1089
2017;Octubre;24;275.94;0.0417;213.77;0.1071
2017;Octubre;25;275.77;0.0415;213.23;0.1055
2017;Octubre;26;275.45;0.041;212.78;0.1047
2017;Octubre;27;274.45;0.0389;212.47;0.1051
2017;Octubre;30;274.3;0.0366;211.87;0.0992
2017;Octubre;31;273.88;0.034;211.67;0.0972
2017;Noviembre;2;274.75;0.0375;210.97;0.0943
2017;Noviembre;3;274.81;0.0394;211.67;0.1008
2017;Noviembre;6;276.09;0.0441;211.51;0.0999
2017;Noviembre;7;276.6;0.0453;212.49;0.1042
2017;Noviembre;8;276.7;0.0444;212.84;0.1044
2017;Noviembre;9;276.09;0.0507;212.73;0.1158
2017;Noviembre;10;277.4;0.077;212.29;0.1306
2017;Noviembre;13;277.11;0.085;213.07;0.1479
2017;Noviembre;14;276.85;0.1046;212.74;0.1702
2017;Noviembre;15;275.66;0.1028;212.57;0.1722
2017;Noviembre;16;275.73;0.0925;211.64;0.1507
2017;Noviembre;17;276.26;0.0946;211.75;0.1513
2017;Noviembre;20;275.82;0.0929;212.13;0.1534
2017;Noviembre;21;276.04;0.0898;211.62;0.1505
2017;Noviembre;22;276.04;0.0852;211.84;0.1446
2017;Noviembre;23;276.36;0.0892;212.47;0.1517
2017;Noviembre;24;276.97;0.0898;211.91;0.1463
2017;Noviembre;27;277.16;0.0904;212.29;0.1483
2017;Noviembre;28;277.92;0.0908;212.29;0.1454
2017;Noviembre;29;277.98;0.0911;213.02;0.1499
2017;Noviembre;30;277.92;0.093;213.16;0.1534
2017;Diciembre;1;278.64;0.0992;213.03;0.1573
2017;Diciembre;4;278.27;0.0963;213.59;0.1662
2017;Diciembre;5;278.13;0.0942;213.07;0.1547
2017;Diciembre;6;278.82;0.0952;213.22;0.1533
2017;Diciembre;7;278.99;0.0933;213.98;0.1544
2017;Diciembre;11;279.52;0.0936;214.01;0.1524
2017;Diciembre;12;279.86;0.0951;214.28;0.1543
2017;Diciembre;13;280.14;0.0957;214.48;0.1544
2017;Diciembre;14;279.39;0.0939;214.57;0.1556
2017;Diciembre;15;276.07;0.0856;214.17;0.1588
2017;Diciembre;18;276.21;0.0879;211.08;0.1454
2017;Diciembre;19;278.18;0.0935;211.13;0.144
2017;Diciembre;20;278.64;0.095;213.1;0.1549
2017;Diciembre;21;278.45;0.0945;213.54;0.1578
2017;Diciembre;22;279.65;0.1021;213.36;0.161
2017;Diciembre;26;279.98;0.099;214.46;0.1608
2017;Diciembre;27;280.7;0.1027;214.52;0.1618
2017;Diciembre;28;281.26;0.1068;214.9;0.1669
2017;Diciembre;29;281.05;0.1069;215.32;0.1701
2017;Diciembre;31;281.12;0.1083;0;0
2018;Enero;2;281.71;0.1127;214.78;0.1697
2018;Enero;3;282.53;0.114;215.49;0.1727
2018;Enero;4;284.86;0.1267;216.51;0.1824
2018;Enero;5;285.95;0.1278;217.89;0.1854
2018;Enero;8;285.23;0.1225;218.51;0.1841
2018;Enero;9;284.3;0.1142;218.07;0.1765
2018;Enero;10;283.86;0.1119;217.2;0.1724
2018;Enero;11;285.63;0.1162;216.86;0.1657
2018;Enero;12;288.23;0.1178;218.35;0.1637
2018;Enero;15;289.56;0.1227;220.63;0.1753
2018;Enero;16;290.38;0.1291;221.65;0.1859
2018;Enero;17;290.02;0.1225;222.44;0.1841
2018;Enero;18;290.95;0.129;222.22;0.1863
2018;Enero;19;291.43;0.1317;219.86;0.1755
2018;Enero;22;290.91;0.125;220.71;0.1739
2018;Enero;23;291.17;0.1218;219.54;0.1636
2018;Enero;24;291.83;0.1237;219.62;0.1631
2018;Enero;25;292.05;0.1251;220.11;0.1658
2018;Enero;26;291.66;0.1223;220.24;0.1663
2018;Enero;29;291.6;0.1199;220.08;0.1619
2018;Enero;30;291.97;0.1191;219.9;0.1587
2018;Enero;31;292.57;0.1185;220.15;0.1473
2018;Febrero;1;293.37;0.1207;220.79;0.1581
2018;Febrero;2;292.62;0.1173;219.87;0.1519
2018;Febrero;5;292.66;0.1186;219.02;0.1473
2018;Febrero;6;292.44;0.1195;220.2;0.1566
2018;Febrero;7;292.45;0.1228;220.03;0.1594
2018;Febrero;8;291.92;0.1212;220.06;0.1605
2018;Febrero;9;290.79;0.1155;219.93;0.159
2018;Febrero;12;291.33;0.1163;220.56;0.1606
2018;Febrero;13;291.46;0.1184;220.57;0.1619
2018;Febrero;14;290.92;0.1167;220.87;0.1643
2018;Febrero;15;291.18;0.1172;219.87;0.1589
2018;Febrero;16;290.72;0.1156;220.63;0.1632
2018;Febrero;19;289.49;0.1124;219.71;0.1604
2018;Febrero;20;290.01;0.1139;219.12;0.1563
2018;Febrero;21;290.25;0.1148;220.13;0.1631
2018;Febrero;22;289.91;0.1112;220.26;0.161
2018;Febrero;23;289.88;0.1089;220.13;0.1582
2018;Febrero;26;289.97;0.1065;220.13;0.154
2018;Febrero;27;290.46;0.1091;220.15;0.155
2018;Febrero;28;290.79;0.1122;220.61;0.1595
2018;Marzo;1;283.26;0.1159;220.99;0.1631
2018;Marzo;2;283.13;0.1165;221.34;0.167
2018;Marzo;5;283.35;0.1167;221.24;0.1658
2018;Marzo;6;283.87;0.1167;221.25;0.1649
2018;Marzo;7;283.32;0.1145;221.84;0.1681
2018;Marzo;8;283.73;0.1167;221.65;0.1675
2018;Marzo;9;283.78;0.1182;221.81;0.1698
2018;Marzo;12;282.97;0.1126;222;0.168
2018;Marzo;13;282.5;0.1078;222.18;0.1662
2018;Marzo;14;282.91;0.108;222.72;0.1669
2018;Marzo;15;282.16;0.1007;222.74;0.1607
2018;Marzo;16;281.15;0.0901;222.88;0.1543
2018;Marzo;19;281.76;0.0906;222.93;0.1522
2018;Marzo;20;282.42;0.0935;221.76;0.1463
2018;Marzo;21;282.55;0.089;222.23;0.1438
2018;Marzo;22;284.03;0.0939;222.52;0.1439
2018;Marzo;23;283.49;0.0927;223.25;0.1488
2018;Marzo;26;283.48;0.0894;222.8;0.1422
2018;Marzo;27;283.59;0.084;222.82;0.1342
2018;Marzo;28;284.25;0.0839;223.01;0.134
2018;Marzo;31;284.36;0.0829;0;0
2018;Abril;2;284.13;0.082;223.88;0.1356
2018;Abril;3;283.65;0.0807;223.59;0.1319
2018;Abril;4;283.44;0.0813;223.5;0.131
2018;Abril;5;283.66;0.0826;223.17;0.1311
2018;Abril;6;282.72;0.0783;223.49;0.1316
2018;Abril;9;282.13;0.0711;222.68;0.1227
2018;Abril;10;281.49;0.074;222.18;0.1247
2018;Abril;11;280.89;0.0755;222.19;0.1308
2018;Abril;12;280.65;0.074;222.23;0.1304
2018;Abril;16;280.77;0.0744;221.98;0.1292
2018;Abril;17;279.76;0.0656;220.44;0.112
2018;Abril;18;278.24;0.0574;220.48;0.1091
2018;Abril;19;279.52;0.062;219.76;0.1052
2018;Abril;20;279.52;0.0639;219.59;0.106
2018;Abril;23;279.15;0.0614;219.7;0.1047
2018;Abril;24;277.83;0.0547;219.15;0.0985
2018;Abril;25;276.08;0.0478;218.21;0.0937
2018;Abril;26;276.14;0.0492;216.7;0.0872
2018;Abril;27;276.28;0.0453;216.89;0.0798
2018;Abril;30;276.98;0.0423;216.99;0.0734
2018;Mayo;2;276.48;0.0289;216.73;0.0563
2018;Mayo;3;276.34;0.0286;216.72;0.0565
2018;Mayo;4;276.59;0.0306;219.9;0.0745
2018;Mayo;7;275.54;0.029;216.81;0.0638
2018;Mayo;8;273.49;0.0266;212.57;0.0507
2018;Mayo;9;274.39;0.0297;212.56;0.0515
2018;Mayo;10;275.68;0.0319;213.6;0.0539
2018;Mayo;11;276.49;0.0332;218.16;0.0754
2018;Mayo;14;276.85;0.033;218.13;0.0734
2018;Mayo;15;275.3;0.0281;216.65;0.069
2018;Mayo;16;274.34;0.0234;216.63;0.0684
2018;Mayo;17;271.28;0.0129;213.43;0.0551
2018;Mayo;18;269.94;0.0095;212.13;0.0513
2018;Mayo;21;268.02;0.0017;210.44;0.041
2018;Mayo;22;269.37;0.009;211.97;0.0524
2018;Mayo;23;269.64;0.0107;211.72;0.0521
2018;Mayo;24;270.02;0.0122;212.15;0.0548
2018;Mayo;25;270.09;0.0099;212.54;0.0527
2018;Mayo;28;270.04;0.0082;212.75;0.0526
2018;Mayo;29;269.7;0.0076;212.35;0.0515
2018;Mayo;30;270.17;0.0059;212.77;0.0492
2018;Mayo;31;269.93;0.0022;212.76;0.0464
2018;Junio;1;269.3;-0.0015;212.3;0.0431
2018;Junio;4;269.85;-0.0019;212.56;0.0421
2018;Junio;5;270.21;-0.0004;212.64;0.0422
2018;Junio;6;271.19;0.0014;213.24;0.0433
2018;Junio;7;270.42;-0.0003;212.15;0.039
2018;Junio;8;270.41;-0.0019;212.14;0.0373
2018;Junio;11;270.48;-0.0011;212.37;0.0382
2018;Junio;12;270.14;-0.0019;212.14;0.0384
2018;Junio;13;270.06;-0.0006;211.98;0.0402
2018;Junio;14;269.53;-0.0072;211.68;0.0334
2018;Junio;15;268.57;-0.0115;211.68;0.0324
2018;Junio;18;268.36;-0.0146;210.55;0.0234
2018;Junio;19;268.67;-0.0149;210.74;0.0233
2018;Junio;20;268.87;-0.0134;210.74;0.0251
2018;Junio;21;268.94;-0.0117;211.19;0.0313
2018;Junio;22;269.7;-0.0079;211.2;0.0327
2018;Junio;25;269.78;-0.0084;211.93;0.0358
2018;Junio;26;270.77;-0.0052;211.93;0.036
2018;Junio;27;271.64;-0.0029;212.74;0.0391
2018;Junio;28;272.01;-0.0021;213.17;0.041
2018;Julio;2;272.04;-0.0016;213.46;0.0427
2018;Julio;3;273.36;0.0063;213.48;0.0429
2018;Julio;4;273.31;0.0087;214.91;0.0533
2018;Julio;5;273.47;0.0125;214.93;0.0577
2018;Julio;6;274.18;0.0171;214.99;0.0609
2018;Julio;9;274.69;0.0271;215.28;0.0656
2018;Julio;10;275.13;0.0309;215.3;0.0766
2018;Julio;11;274.5;0.0233;214.89;0.0788
2018;Julio;12;274.53;0.0179;216.5;0.0806
2018;Julio;13;274.64;0.0171;216.52;0.0692
2018;Julio;16;274.48;0.0149;216.98;0.0699
2018;Julio;17;274.55;0.0097;217;0.0702
2018;Julio;18;274.91;0.0072;217.09;0.07
2018;Julio;19;274.47;0.0049;216.57;0.0594
2018;Julio;20;274.2;0.0002;216.59;0.0576
2018;Julio;23;274.16;-0.0013;216.28;0.0496
2018;Julio;24;274.8;0.0014;216.49;0.048
2018;Julio;25;275.29;0.0043;216.51;0.0488
2018;Julio;26;275.68;0.0043;216.99;0.0529
2018;Julio;30;275.96;0.0043;217.08;0.0515
2018;Julio;31;276.1;0.0048;217.07;0.044
2018;Agosto;1;276.59;0.001;214.47;0.0223
2018;Agosto;2;276.78;-0.0005;214.5;0.0279
2018;Agosto;3;277.42;0.0018;211.3;0.0111
2018;Agosto;6;277.86;0.005;213.16;0.0216
2018;Agosto;7;277.76;0.0046;213.19;0.0248
2018;Agosto;8;277.45;0.0033;214.1;0.0298
2018;Agosto;9;277.22;0.0047;214.41;0.032
2018;Agosto;10;276.88;0.0014;214.44;0.0334
2018;Agosto;13;276.08;-0.0029;211.73;0.0188
2018;Agosto;14;276.47;-0.0028;211.76;0.0098
2018;Agosto;15;275.69;-0.0038;212.14;0.0189
2018;Agosto;16;275.77;-0.0029;210.94;0.0141
2018;Agosto;17;274.95;-0.0066;210.96;0.0149
2018;Agosto;20;275.67;-0.0042;212.07;0.0199
2018;Agosto;21;276.52;-0.0016;212.1;0.0199
2018;Agosto;22;277.25;-0.0004;212.12;0.019
2018;Agosto;23;277.3;-0.0002;212.18;0.0179
2018;Agosto;24;277.34;-0.0013;212.31;0.0192
2018;Agosto;27;277.33;-0.0024;212.36;0.0182
2018;Agosto;28;276.72;-0.0074;212.39;0.0175
2018;Agosto;29;276.66;-0.0085;212.37;0.0142
2018;Agosto;31;276.74;-0.0086;212.97;0.0165
2018;Setiembre;3;269.15;-0.0091;212.74;0.0137
2018;Setiembre;4;269.21;-0.0063;212.75;0.0168
2018;Setiembre;5;269.48;-0.0086;213.38;0.0219
2018;Setiembre;6;268.87;-0.0106;212.46;0.0139
2018;Setiembre;7;268.47;-0.0122;211.61;0.0105
2018;Setiembre;10;268.45;-0.0142;211.58;0.0095
2018;Setiembre;11;268.14;-0.0188;211.59;0.0054
2018;Setiembre;12;268.15;-0.0197;213.46;0.0122
2018;Setiembre;13;268.21;-0.0198;212.42;0.0061
2018;Setiembre;14;268.51;-0.0185;212.61;0.0073
2018;Setiembre;17;268.41;-0.0219;212.79;0.0082
2018;Setiembre;18;268.3;-0.0282;212.8;0.0041
2018;Setiembre;19;268.14;-0.0303;212.89;-0.0012
2018;Setiembre;20;268.06;-0.0329;212.35;-0.0055
2018;Setiembre;21;268.07;-0.0325;212.62;-0.005
2018;Setiembre;24;267.7;-0.0321;212.65;-0.0054
2018;Setiembre;25;267.15;-0.032;211.99;-0.0085
2018;Setiembre;26;267.35;-0.0293;211.99;-0.0065
2018;Setiembre;27;267.4;-0.0283;212.5;-0.0009
2018;Setiembre;28;267.56;-0.0284;212.45;0
