AÑO;MES;DÍA;INDICE_NOMINAL;RENT_ANUAL_IN;INDICE_REAL;RENT_ANUAL_IR
2014;Octubre;21;231.52;0.0646;168.52;-0.0506
2014;Octubre;22;231.55;0.0586;168.5;-0.0539
2014;Octubre;23;229.24;0.0454;168.57;-0.058
2014;Octubre;24;230.21;0.0472;168.64;-0.0631
2014;Octubre;27;230.24;0.0451;168.71;-0.0633
2014;Octubre;28;229.8;0.044;168.78;-0.0602
2014;Octubre;29;229.94;0.0484;168.69;-0.0514
2014;Octubre;30;229.78;0.052;168;-0.0547
2014;Octubre;31;231.07;0.0615;169.63;-0.0395
2014;Noviembre;3;231.73;0.0646;169.71;-0.039
2014;Noviembre;4;230.31;0.0696;168.08;-0.0386
2014;Noviembre;5;229.27;0.0697;167.55;-0.0288
2014;Noviembre;6;229.06;0.0689;168.07;-0.0237
2014;Noviembre;7;229.95;0.0772;165.83;-0.0297
2014;Noviembre;10;229.83;0.0787;166.03;-0.0239
2014;Noviembre;11;230.11;0.0821;166.93;-0.0157
2014;Noviembre;12;229.35;0.0792;166.13;-0.0219
2014;Noviembre;13;229.31;0.076;166.76;-0.0206
2014;Noviembre;14;229.25;0.0768;167.28;-0.0167
2014;Noviembre;17;229.82;0.0801;167.84;-0.0131
2014;Noviembre;18;230.07;0.0817;168.08;-0.012
2014;Noviembre;19;229.97;0.0826;167.98;-0.009
2014;Noviembre;20;230.19;0.0838;169.05;0.001
2014;Noviembre;21;230.28;0.0861;169.05;0.0042
2014;Noviembre;24;230.29;0.0846;169;0.0019
2014;Noviembre;25;231;0.0907;169.58;0.0123
2014;Noviembre;26;231.92;0.0928;170.66;0.0058
2014;Noviembre;27;232.57;0.0939;170.38;0.002
2014;Noviembre;28;233.16;0.0955;170.95;0.0036
2014;Diciembre;1;234.5;0.0993;172.42;0.0093
2014;Diciembre;2;233.84;0.0986;171.85;0.0088
2014;Diciembre;3;233.89;0.1037;171.52;0.0138
2014;Diciembre;4;233.89;0.1102;171.9;-0.0426
2014;Diciembre;5;233.79;0.1095;171.68;-0.0406
2014;Diciembre;9;233.62;0.1105;171.25;0.0203
2014;Diciembre;10;233.13;0.1071;170.52;0.0165
2014;Diciembre;11;231.68;0.1001;169.03;0.0071
2014;Diciembre;12;231.38;0.1022;168.46;0.0072
2014;Diciembre;15;230.63;0.1004;167.58;0.0049
2014;Diciembre;16;229.87;0.095;166.83;-0.0001
2014;Diciembre;17;230.6;0.0972;167.06;-0.0019
2014;Diciembre;18;231.09;0.1015;167.7;0.0054
2014;Diciembre;19;231.12;0.104;167.84;0.0098
2014;Diciembre;22;231.44;0.102;167.3;-0.0054
2014;Diciembre;23;231.24;0.0973;167.31;-0.0065
2014;Diciembre;24;230.97;0.0943;166.98;-0.0099
2014;Diciembre;26;231.16;0.0974;167.24;-0.007
2014;Diciembre;29;230.86;0.1005;167.12;-0.0266
2014;Diciembre;30;230.78;0.1002;166.97;-0.0275
2014;Diciembre;31;230.67;0.0997;165.84;-0.0341
2015;Enero;5;230.13;0.0942;167.03;-0.0282
2015;Enero;6;231.12;0.0989;167.28;-0.0265
2015;Enero;7;231.33;0.1035;167.27;-0.0242
2015;Enero;8;231.31;0.1034;167.19;-0.0155
2015;Enero;9;231.22;0.1014;166.56;-0.0198
2015;Enero;12;231.35;0.0983;166.78;-0.0259
2015;Enero;13;231.47;0.098;166.87;-0.0255
2015;Enero;14;232.59;0.1031;166.75;-0.0233
2015;Enero;15;233.48;0.1124;167.51;-0.0161
2015;Enero;16;235.26;0.1196;169.21;-0.007
2015;Enero;19;235.84;0.1224;169.73;-0.0023
2015;Enero;20;236.51;0.1283;170.42;0.0049
2015;Enero;21;236.37;0.1271;170.82;0.006
2015;Enero;22;238.24;0.1344;170.85;0.0071
2015;Enero;23;239.73;0.1402;173.54;0.0201
2015;Enero;26;239.96;0.1559;173.97;0.0407
2015;Enero;27;241.02;0.1671;174.61;0.0631
2015;Enero;28;240.53;0.1733;174.64;0.0597
2015;Enero;29;240.03;0.1795;172.08;0.0542
2015;Enero;30;239.71;0.1724;171.5;0.0475
2015;Febrero;2;240.21;0.1789;171.86;0.0535
2015;Febrero;3;240.62;0.1867;172.39;0.0561
2015;Febrero;4;240.64;0.1886;172.33;0.0643
2015;Febrero;5;240.54;0.1888;172.06;0.0672
2015;Febrero;6;238.51;0.1754;169.86;0.0482
2015;Febrero;9;237.98;0.1712;170.77;0.0514
2015;Febrero;10;238.28;0.1724;170.94;0.0468
2015;Febrero;11;238;0.1693;170.48;0.0422
2015;Febrero;12;237.89;0.1668;164.37;0.0007
2015;Febrero;13;237.89;0.171;170.34;0.0416
2015;Febrero;16;237.87;0.1706;173.47;0.0601
2015;Febrero;17;236.8;0.1642;173.5;0.0635
2015;Febrero;18;236.32;0.163;168.48;0.0341
2015;Febrero;19;235.33;0.159;167.84;0.0299
2015;Febrero;20;235.37;0.1656;168.18;0.0436
2015;Febrero;23;235.66;0.1739;168.28;0.0517
2015;Febrero;24;236.09;0.1747;168.46;0.0466
2015;Febrero;25;235.8;0.1698;168.1;0.0328
2015;Febrero;26;236.24;0.1628;168.66;0.0307
2015;Febrero;27;236.87;0.1529;171.31;0.0332
2015;Marzo;2;237.08;0.1447;169.67;0.0026
2015;Marzo;3;235.99;0.1413;168.64;0.0149
2015;Marzo;4;235.81;0.1375;168.23;0.0034
2015;Marzo;5;235.57;0.1335;168;-0.0002
2015;Marzo;6;232.92;0.1161;165.36;-0.0276
2015;Marzo;9;233.45;0.127;165.84;-0.0251
2015;Marzo;10;232.55;0.1224;165;-0.0301
2015;Marzo;11;232.54;0.1258;165.07;-0.0322
2015;Marzo;12;232.81;0.1299;165.28;-0.0121
2015;Marzo;13;230.95;0.1206;164.39;-0.0177
2015;Marzo;16;230.36;0.115;163.69;-0.0208
2015;Marzo;17;230.54;0.111;163.32;-0.0316
2015;Marzo;18;230.47;0.1079;163.64;-0.0338
2015;Marzo;19;229.1;0.0984;163.65;-0.044
2015;Marzo;20;229.38;0.1088;162.56;-0.0359
2015;Marzo;23;229.83;0.106;163.33;-0.0402
2015;Marzo;24;229.73;0.105;163.26;-0.0425
2015;Marzo;25;230.49;0.1055;164.44;-0.0388
2015;Marzo;26;230.06;0.1001;163.92;-0.0493
2015;Marzo;27;229.45;0.095;163.83;-0.0528
2015;Marzo;30;230.32;0.0955;164.5;-0.0563
2015;Marzo;31;230.75;0.0888;164.76;-0.07
2015;Abril;1;231.96;0.0897;166.25;-0.0708
2015;Abril;6;233.67;0.0945;167.99;-0.0649
2015;Abril;7;233.2;0.0853;167.6;-0.0799
2015;Abril;8;232.94;0.078;167.38;-0.0898
2015;Abril;9;232.99;0.076;167.56;-0.0914
2015;Abril;10;232.74;0.0731;167.33;-0.0971
2015;Abril;13;232.49;0.0809;167.17;-0.0815
2015;Abril;14;233.2;0.0855;167.98;-0.0753
2015;Abril;15;232.76;0.0905;167.35;-0.0676
2015;Abril;16;231.79;0.0896;166.35;-0.0666
2015;Abril;17;231.86;0.0898;166.69;-0.0647
2015;Abril;20;232.37;0.0923;167.53;-0.06
2015;Abril;21;232.13;0.0927;167.2;-0.059
2015;Abril;22;231.63;0.0873;167.27;-0.0622
2015;Abril;23;231.12;0.0814;166.37;-0.07
2015;Abril;24;231.18;0.0774;166.44;-0.0806
2015;Abril;27;231.25;0.0786;166.63;-0.0798
2015;Abril;28;231.49;0.0811;166.68;-0.0803
2015;Abril;29;231.08;0.0782;166.04;-0.0841
2015;Abril;30;230.69;0.0714;166.1;0.0008
2015;Mayo;4;229.92;0.0612;166.28;-0.0047
2015;Mayo;5;228.34;0.0487;166.32;-0.0051
2015;Mayo;6;227.67;0.0443;162.71;-0.025
2015;Mayo;7;227.98;0.0391;162.98;-0.0446
2015;Mayo;8;229.01;0.0369;163.56;-0.0408
2015;Mayo;11;228.16;0.0309;162.83;-0.0409
2015;Mayo;12;228.05;0.0282;162.77;-0.0241
2015;Mayo;13;228;0.0278;162.87;-0.0251
2015;Mayo;14;228.01;0.0249;164.67;-0.0155
2015;Mayo;15;228.06;0.0282;164.8;-0.0118
2015;Mayo;18;227.9;0.0309;164.71;-0.0068
2015;Mayo;19;227.93;0.032;164.84;-0.0123
2015;Mayo;20;227.72;0.0304;164.61;-0.0138
2015;Mayo;21;228.04;0.0304;164.95;-0.012
2015;Mayo;22;228.04;0.03;165.04;-0.0118
2015;Mayo;25;228.17;0.0299;165.29;-0.0107
2015;Mayo;26;228.09;0.0311;165.22;-0.0117
2015;Mayo;27;228.33;0.0341;165.41;-0.0117
2015;Mayo;28;227.92;0.0309;165.3;-0.0118
2015;Mayo;29;227.97;0.0302;165.28;-0.012
2015;Junio;1;227.24;0.0254;164.71;-0.0156
2015;Junio;2;226.78;0.0235;164.57;-0.0169
2015;Junio;3;225.89;0.0216;163.77;-0.0218
2015;Junio;4;227.15;0.0318;164.56;-0.017
2015;Junio;5;225.49;0.02;163.75;-0.0052
2015;Junio;8;225.35;0.0132;163.74;-0.0158
2015;Junio;9;224.91;0.0101;163.11;-0.0135
2015;Junio;10;225.19;0.0145;163.67;-0.0061
2015;Junio;11;225.64;0.0125;164.09;-0.009
2015;Junio;12;226.01;0.0089;164.4;-0.0146
2015;Junio;15;225.9;0.0069;164.38;-0.0182
2015;Junio;16;225.73;0.0056;164.27;-0.019
2015;Junio;17;225.57;0.0092;164.21;-0.0196
2015;Junio;18;225.76;0.0099;164.49;-0.0328
2015;Junio;19;226.12;0.0072;164.68;-0.0376
2015;Junio;22;225.7;0.0094;164.49;-0.0338
2015;Junio;23;224.75;0.0034;163.67;-0.0359
2015;Junio;24;224.67;0.003;163.77;-0.0223
2015;Junio;25;224.3;0.0003;163.41;-0.0144
2015;Junio;26;223.82;-0.0027;163.23;-0.0519
2015;Junio;30;224.17;-0.0054;163.45;-0.0516
2015;Julio;1;223.06;-0.0116;162.63;-0.0593
2015;Julio;2;222.37;-0.0119;162.67;-0.058
2015;Julio;3;221.74;-0.0186;161.45;-0.0641
2015;Julio;6;221.64;-0.0203;161.31;-0.065
2015;Julio;7;221.42;-0.0236;161.09;-0.0656
2015;Julio;8;221.2;-0.0271;160.8;-0.0675
2015;Julio;9;221.59;-0.0274;161.44;-0.0631
2015;Julio;10;221.23;-0.0324;161.15;-0.065
2015;Julio;13;221.92;-0.0355;161.95;-0.064
2015;Julio;14;223.13;-0.0339;163.14;-0.0579
2015;Julio;15;222.99;-0.0394;163.37;-0.0569
2015;Julio;16;224.14;-0.0356;164.7;-0.0497
2015;Julio;17;225.01;-0.0271;165.41;-0.0457
2015;Julio;20;224.56;-0.0284;164.99;-0.048
2015;Julio;21;225.17;-0.0252;165.85;-0.046
2015;Julio;22;225.69;-0.0211;166.46;-0.0589
2015;Julio;23;226.5;-0.0157;167.44;-0.056
2015;Julio;24;226.34;-0.0145;167.6;-0.0528
2015;Julio;30;224.91;-0.0187;166.37;-0.0719
2015;Julio;31;225.08;-0.0159;166.85;-0.0447
2015;Agosto;3;224.93;-0.0162;166.82;-0.0408
2015;Agosto;4;225.16;-0.0163;167.34;-0.0385
2015;Agosto;5;225.08;-0.0157;167.38;-0.0361
2015;Agosto;6;225.07;-0.0171;167.35;-0.0345
2015;Agosto;7;224.98;-0.0178;167.24;-0.0353
2015;Agosto;10;225.08;-0.0119;167.39;-0.0313
2015;Agosto;11;225.08;-0.0134;167.32;-0.0326
2015;Agosto;12;225.38;-0.0148;167.29;-0.0307
2015;Agosto;13;224.59;-0.0197;166.66;-0.0334
2015;Agosto;14;223.45;-0.0252;166.7;-0.0317
2015;Agosto;17;222.52;-0.0322;166.9;-0.0313
2015;Agosto;18;222.07;-0.0333;163.9;-0.0494
2015;Agosto;19;222.15;-0.0341;163.91;-0.0495
2015;Agosto;20;221.84;-0.0353;163.85;-0.0501
2015;Agosto;21;220.92;-0.0384;163.24;-0.0509
2015;Agosto;24;218.66;-0.0483;161.81;-0.0597
2015;Agosto;25;218.9;-0.0498;161.81;-0.0599
2015;Agosto;26;217.18;-0.0597;160.34;-0.0687
2015;Agosto;27;217.38;-0.0573;160.88;-0.0657
2015;Agosto;28;217.08;-0.0575;161;-0.0682
2015;Agosto;31;216.55;-0.0608;160.69;-0.0702
2015;Setiembre;1;215.05;-0.0709;159.49;-0.0795
2015;Setiembre;2;214.45;-0.0727;158.14;-0.0874
2015;Setiembre;3;213.89;-0.0759;158;-0.0882
2015;Setiembre;4;214.55;-0.0752;158.57;-0.0838
2015;Setiembre;7;213.92;-0.08;158.39;-0.0849
2015;Setiembre;8;213.95;-0.0789;158.43;-0.0753
2015;Setiembre;9;213.69;-0.0764;158.47;-0.0812
2015;Setiembre;10;213.34;-0.0739;158.75;-0.0797
2015;Setiembre;11;212.5;-0.0777;158.36;-0.0776
2015;Setiembre;14;213.91;-0.0672;159.59;-0.0704
2015;Setiembre;15;213.94;-0.0623;159.91;-0.0681
2015;Setiembre;16;214.86;-0.0608;160.99;-0.0491
2015;Setiembre;17;215.15;-0.0583;161.4;-0.0459
2015;Setiembre;18;217.42;-0.0442;163.02;-0.0348
2015;Setiembre;21;217.6;-0.0442;163.15;-0.0403
2015;Setiembre;22;215.35;-0.0531;163.19;-0.0402
2015;Setiembre;23;215.4;-0.048;162.01;-0.0399
2015;Setiembre;24;215.33;-0.0482;161.99;-0.0398
2015;Setiembre;25;215.06;-0.0437;161.86;-0.0323
2015;Setiembre;28;214.68;-0.0428;161.11;-0.0141
2015;Setiembre;29;214.81;-0.0391;161.15;-0.0076
2015;Setiembre;30;216.06;-0.0371;162.39;-0.0067
2015;Octubre;1;216.09;-0.0408;162.48;-0.0127
2015;Octubre;2;216.56;-0.0406;162.88;-0.0144
2015;Octubre;5;216.48;-0.0415;162.78;-0.0158
2015;Octubre;6;216.55;-0.046;162.86;-0.0214
2015;Octubre;7;216.71;-0.0513;163.01;-0.0272
2015;Octubre;12;216.9;-0.055;163.07;-0.0266
2015;Octubre;13;216.79;-0.0573;163.46;-0.0235
2015;Octubre;14;217.74;-0.0542;165.46;-0.0117
2015;Octubre;15;218.67;-0.0547;166.34;-0.0117
2015;Octubre;16;219.75;-0.048;167.63;-0.0015
2015;Octubre;19;220.02;-0.0492;167.69;-0.0046
2015;Octubre;20;220.48;-0.0478;168.06;-0.0026
2015;Octubre;21;221.44;-0.0435;169.19;0.0039
2015;Octubre;22;222.72;-0.0382;170.44;0.0115
2015;Octubre;23;223.85;-0.0235;171.49;0.0173
2015;Octubre;26;223.53;-0.029;171.31;0.0159
2015;Octubre;27;224.74;-0.0239;172.39;0.0218
2015;Octubre;28;224.27;-0.0241;172.06;0.0195
2015;Octubre;29;222.42;-0.0327;171.16;0.0146
2015;Octubre;30;224.09;-0.0248;172.39;0.0262
2015;Noviembre;2;223.96;-0.0308;172.3;0.0157
2015;Noviembre;3;223.31;-0.0363;171.57;0.0109
2015;Noviembre;4;222.66;-0.0332;171.03;0.0176
2015;Noviembre;5;222.2;-0.0309;170.55;0.0179
2015;Noviembre;6;221.46;-0.0332;169.91;0.0109
2015;Noviembre;9;221.39;-0.0372;169.84;0.0242
2015;Noviembre;10;222.19;-0.0332;170.5;0.0269
2015;Noviembre;11;222.64;-0.0325;171.02;0.0245
2015;Noviembre;12;223.12;-0.0272;171.19;0.0304
2015;Noviembre;13;224.51;-0.0209;172.4;0.0338
2015;Noviembre;16;224.62;-0.0202;172.33;0.0302
2015;Noviembre;17;223.97;-0.0255;171.69;0.0229
2015;Noviembre;18;224.3;-0.025;171.84;0.0224
2015;Noviembre;19;225.93;-0.0176;173.16;0.0308
2015;Noviembre;20;227.29;-0.0126;174.27;0.0309
2015;Noviembre;23;226.53;-0.0163;173.41;0.0258
2015;Noviembre;24;227.06;-0.0141;174.22;0.0309
2015;Noviembre;25;226.9;-0.0178;174.05;0.0263
2015;Noviembre;26;226.45;-0.0236;173.56;0.017
2015;Noviembre;27;226.45;-0.0263;172.61;0.0131
2015;Noviembre;30;226.8;-0.0273;173.92;0.0174
2015;Diciembre;1;226.79;-0.0329;174.27;0.0107
2015;Diciembre;2;226.67;-0.0306;174;0.0125
2015;Diciembre;3;226.57;-0.0313;174.22;0.0158
2015;Diciembre;4;226.28;-0.0325;173.85;0.0114
2015;Diciembre;7;226.52;-0.0311;174.03;0.0137
2015;Diciembre;9;226.31;-0.0313;173.68;0.0142
2015;Diciembre;10;226.07;-0.0303;173.59;0.018
2015;Diciembre;11;224.47;-0.0311;173.62;0.0272
2015;Diciembre;14;222.65;-0.0377;169.67;0.0072
2015;Diciembre;15;222.56;-0.035;169.6;0.0121
2015;Diciembre;16;223.14;-0.0293;171.37;0.0272
2015;Diciembre;17;223.93;-0.0289;171.07;0.024
2015;Diciembre;18;223.36;-0.0334;171.51;0.0227
2015;Diciembre;21;223.25;-0.0341;171.23;0.0202
2015;Diciembre;22;222.79;-0.0374;170.98;0.022
2015;Diciembre;23;222.63;-0.0372;170.5;0.0191
2015;Diciembre;23;222.63;-0.0372;170.5;0.0191
2015;Diciembre;28;222.06;-0.0394;170.12;0.0172
2015;Diciembre;29;221.85;-0.039;169.79;0.016
2015;Diciembre;30;220.69;-0.0437;169.81;0.017
2015;Diciembre;31;221.22;-0.041;170.3;0.0269
2016;Enero;4;221.29;-0.0407;170.4;0.0274
2016;Enero;5;223.08;-0.0306;171.5;0.0268
2016;Enero;6;222.92;-0.0355;171.31;0.0241
2016;Enero;7;222.47;-0.0383;171.35;0.0244
2016;Enero;8;222.1;-0.0398;170.44;0.0194
2016;Enero;11;222.02;-0.0398;170.22;0.022
2016;Enero;12;221.48;-0.0426;169.8;0.0181
2016;Enero;13;221.47;-0.0432;169.84;0.0178
2016;Enero;14;221.88;-0.046;169.6;0.0171
2016;Enero;15;221.35;-0.052;169.62;0.0126
2016;Enero;18;220.98;-0.0607;169.69;0.0029
2016;Enero;19;221;-0.0629;169.71;-0.0001
2016;Enero;20;220.86;-0.0662;168.22;-0.0129
2016;Enero;21;220.97;-0.0651;168.25;-0.0151
2016;Enero;22;220.93;-0.0726;168.47;-0.0139
2016;Enero;25;220.77;-0.0791;168.55;-0.0288
2016;Enero;26;220.07;-0.0829;167.68;-0.0362
2016;Enero;27;219.48;-0.0893;166.72;-0.0452
2016;Enero;28;218.6;-0.0912;165.89;-0.0501
2016;Enero;29;218.62;-0.0892;165.99;-0.0354
2016;Febrero;1;218.72;-0.0876;165.86;-0.0329
2016;Febrero;2;219.03;-0.0882;165.91;-0.0346
2016;Febrero;3;220;-0.0857;166.95;-0.0316
2016;Febrero;4;221.18;-0.0809;166.97;-0.0311
2016;Febrero;5;221.86;-0.0776;168.23;-0.0223
2016;Febrero;8;221.54;-0.0711;168.59;-0.0075
2016;Febrero;9;220.8;-0.0722;167.74;-0.0177
2016;Febrero;10;220.69;-0.0739;167.7;-0.019
2016;Febrero;11;219.97;-0.0757;167.72;-0.0162
2016;Febrero;12;220.57;-0.0728;167.94;0.0217
2016;Febrero;15;222.13;-0.0663;169.19;-0.0068
2016;Febrero;16;221.95;-0.067;168.96;-0.026
2016;Febrero;17;221.99;-0.0626;168.97;-0.0261
2016;Febrero;18;221.86;-0.0612;168.92;0.0026
2016;Febrero;19;222.02;-0.0566;169.1;0.0075
2016;Febrero;22;222.2;-0.056;169.38;0.0071
2016;Febrero;23;222.24;-0.0569;169.4;0.0067
2016;Febrero;24;222.02;-0.0596;169.24;0.0046
2016;Febrero;25;222.55;-0.0562;169.65;0.0092
2016;Febrero;26;223.37;-0.0545;170.76;0.0125
2016;Febrero;29;223.86;-0.055;169.73;-0.0092
2016;Marzo;1;224.08;-0.054;171.13;-0.001
2016;Marzo;2;224.7;-0.0522;171.97;0.0136
2016;Marzo;3;225.62;-0.044;172.98;0.0257
2016;Marzo;4;226.6;-0.0391;173.71;0.0326
2016;Marzo;7;227.14;-0.0248;174.34;0.0543
2016;Marzo;8;227.25;-0.0243;174.37;0.0545
2016;Marzo;9;227.88;-0.0239;174.86;0.0543
2016;Marzo;10;228.57;-0.0171;175.73;0.0651
2016;Marzo;11;230.77;-0.0076;178.33;0.0804
2016;Marzo;14;230.41;-0.0023;178.91;0.0884
2016;Marzo;15;229.7;-0.0054;177.82;0.0817
2016;Marzo;16;230.02;-0.0015;178.41;0.0899
2016;Marzo;17;232.16;0.007;180.94;0.1079
2016;Marzo;18;232.28;0.0078;180.92;0.1056
2016;Marzo;21;230.86;0.0065;179.16;0.1021
2016;Marzo;22;230.29;0.004;178.43;0.0977
2016;Marzo;23;229.86;0.0001;178.44;0.0925
2016;Marzo;28;231.35;0.0083;179.28;0.0943
2016;Marzo;29;231.82;0.0103;180.07;0.0991
2016;Marzo;30;232.88;0.0111;181.15;0.1012
2016;Marzo;31;234.11;0.0145;181.17;0.0996
2016;Abril;1;233.32;0.0058;181.45;0.0914
2016;Abril;4;232.35;0.0017;180.46;0.0855
2016;Abril;5;229.8;-0.0093;177.32;0.0666
2016;Abril;6;230.38;-0.0141;177.37;0.0558
2016;Abril;7;230.22;-0.0128;177.89;0.0614
2016;Abril;8;231.77;-0.005;179.59;0.073
2016;Abril;11;238.44;0.0245;186.46;0.1143
2016;Abril;12;239.4;0.0286;187.8;0.1223
2016;Abril;13;240.54;0.0346;190.33;0.1385
2016;Abril;14;240.99;0.0334;190.8;0.1359
2016;Abril;15;240.61;0.0338;190.32;0.1373
2016;Abril;18;241.55;0.0418;191.32;0.1478
2016;Abril;19;244.97;0.0565;194.83;0.1688
2016;Abril;20;245.04;0.0545;194.81;0.1628
2016;Abril;21;244.13;0.0517;193.77;0.1589
2016;Abril;22;242.85;0.0484;192.59;0.1514
2016;Abril;25;242.92;0.0508;186.53;0.1207
2016;Abril;26;242.74;0.05;192.26;0.1552
2016;Abril;27;243.74;0.054;193.09;0.1588
2016;Abril;28;245.78;0.0618;195.14;0.1707
2016;Abril;29;245.83;0.0638;195.5;0.1774
2016;Mayo;2;246.22;0.0673;195.72;0.1783
2016;Mayo;3;244.95;0.0618;195.73;0.1784
2016;Mayo;4;244.53;0.0635;193.69;0.1649
2016;Mayo;5;244.8;0.0721;193.7;0.1646
2016;Mayo;6;245.44;0.0781;193.87;0.1915
2016;Mayo;9;245.69;0.0728;193.83;0.185
2016;Mayo;10;246.72;0.0773;194.97;0.192
2016;Mayo;11;247.21;0.0835;195.32;0.1995
2016;Mayo;12;247.1;0.0835;195.2;0.1992
2016;Mayo;13;247.49;0.0855;195.58;0.2008
2016;Mayo;16;248.56;0.0899;196.65;0.1933
2016;Mayo;17;249.22;0.0928;196.78;0.1941
2016;Mayo;18;248.1;0.0886;195.31;0.1858
2016;Mayo;19;244.77;0.0739;191.98;0.1646
2016;Mayo;20;245.64;0.0787;192.61;0.1701
2016;Mayo;23;244.61;0.0727;191.68;0.1615
2016;Mayo;24;244.94;0.0741;191.7;0.1615
2016;Mayo;25;244.77;0.0727;191.59;0.1591
2016;Mayo;26;245.06;0.0744;190.94;0.1557
2016;Mayo;27;244.81;0.0721;191.77;0.1593
2016;Mayo;30;245.15;0.0753;192.04;0.1619
2016;Mayo;31;245.14;0.0753;188.42;0.14
2016;Junio;1;245.04;0.0783;188.52;0.1446
2016;Junio;2;246.88;0.0886;190.2;0.1558
2016;Junio;3;248.7;0.101;192.15;0.1733
2016;Junio;6;249.24;0.1053;191.8;0.1713
2016;Junio;7;249.8;0.1078;192.49;0.1755
2016;Junio;8;250.1;0.1098;192.82;0.1776
2016;Junio;9;249.72;0.1103;192.44;0.1799
2016;Junio;10;249.15;0.1064;191.83;0.172
2016;Junio;13;249.7;0.1049;191.7;0.1661
2016;Junio;14;249.21;0.1027;192.5;0.1709
2016;Junio;15;249.26;0.1034;192.52;0.1712
2016;Junio;16;248.76;0.102;190.94;0.1624
2016;Junio;17;249.19;0.1047;191.38;0.1654
2016;Junio;20;250.14;0.1062;192.38;0.1682
2016;Junio;21;250;0.1056;192.07;0.1663
2016;Junio;22;249.54;0.1056;194.32;0.1813
2016;Junio;23;251.61;0.1195;194.33;0.1873
2016;Junio;24;251.42;0.1191;194.35;0.1867
2016;Junio;27;251.67;0.1244;194.49;0.1916
2016;Junio;28;252.45;0.1279;195.35;0.1968
2016;Junio;30;254.78;0.1365;197.84;0.2104
2016;Julio;1;257.97;0.1565;201.23;0.2373
2016;Julio;4;257.63;0.1618;200.58;0.2424
2016;Julio;5;257.56;0.1615;200.22;0.2402
2016;Julio;6;257.62;0.1623;200.24;0.2414
2016;Julio;7;257.31;0.1621;199.9;0.2409
2016;Julio;8;257.49;0.1641;200.59;0.2474
2016;Julio;11;257.94;0.1659;200.97;0.2471
2016;Julio;12;257.24;0.1628;201.18;0.2484
2016;Julio;13;258.13;0.1632;201.31;0.243
2016;Julio;14;258.75;0.1597;201.41;0.2346
2016;Julio;15;258.63;0.1598;201.88;0.2357
2016;Julio;18;258.63;0.1494;191.76;0.1593
2016;Julio;19;258.74;0.1499;194.04;0.1731
2016;Julio;20;258.62;0.1517;194.01;0.1759
2016;Julio;21;258.87;0.1497;193;0.1637
2016;Julio;22;258.7;0.1463;191.89;0.1528
2016;Julio;25;258.52;0.1422;191.43;0.1422
2016;Julio;26;258.53;0.1422;192.42;0.1481
2016;Julio;27;258.34;0.1414;189.93;0.1333
2016;Agosto;1;259.48;0.1528;190.87;0.144
2016;Agosto;2;259.83;0.1544;190.07;0.1392
2016;Agosto;3;260.02;0.156;190.09;0.1395
2016;Agosto;4;260.38;0.1564;190.43;0.138
2016;Agosto;5;260.23;0.1562;190.79;0.1399
2016;Agosto;8;260.12;0.1562;190.66;0.14
2016;Agosto;9;260.05;0.1559;190.62;0.1398
2016;Agosto;10;260.37;0.1568;190.87;0.1403
2016;Agosto;11;260.57;0.1576;191.1;0.1421
2016;Agosto;12;261.04;0.1582;192.5;0.1506
2016;Agosto;15;261.42;0.1699;191.81;0.1506
2016;Agosto;16;261.78;0.1715;192.05;0.1521
2016;Agosto;17;261.4;0.1747;191.75;0.1489
2016;Agosto;18;261.6;0.178;191.9;0.1708
2016;Agosto;19;261.63;0.1777;191.82;0.1703
2016;Agosto;22;261.71;0.1847;191.96;0.1759
2016;Agosto;23;261.62;0.1842;191.89;0.1755
2016;Agosto;24;261.88;0.1976;192.03;0.1867
2016;Agosto;25;261.6;0.1951;191.94;0.1862
2016;Agosto;26;261.36;0.2034;191.61;0.1951
2016;Agosto;29;260.19;0.1986;190.35;0.1823
2016;Agosto;31;258.94;0.1957;189.54;0.1795
2016;Setiembre;1;258.2;0.2007;188.8;0.1838
2016;Setiembre;2;258.19;0.2039;188.96;0.1949
2016;Setiembre;5;258.17;0.2033;188.86;0.191
2016;Setiembre;6;259.11;0.2077;188.95;0.1916
2016;Setiembre;7;260.37;0.2171;190.64;0.2036
2016;Setiembre;8;260.81;0.219;190.9;0.2049
2016;Setiembre;9;259.44;0.2141;189.64;0.1967
2016;Setiembre;12;259.53;0.2213;189.89;0.1991
2016;Setiembre;13;258.8;0.2179;189.17;0.1945
2016;Setiembre;14;258.16;0.2069;189.15;0.1852
2016;Setiembre;15;258;0.206;188.86;0.1811
2016;Setiembre;16;258.27;0.202;189.19;0.1751
2016;Setiembre;19;258.26;0.1879;189.32;0.1613
2016;Setiembre;20;258.59;0.1894;189.55;0.1628
2016;Setiembre;21;259.29;0.1916;191.03;0.1709
2016;Setiembre;22;260.32;0.2088;191.08;0.1709
2016;Setiembre;23;260.02;0.2072;190.69;0.177
2016;Setiembre;26;259.57;0.207;190.33;0.1759
2016;Setiembre;27;259.87;0.2084;190.27;0.1755
2016;Setiembre;28;257.7;0.2004;186.99;0.1606
2016;Setiembre;29;263.14;0.225;192.63;0.1953
2016;Setiembre;30;263.23;0.2183;192.56;0.1858
2016;Octubre;3;263.09;0.2149;192.26;0.1804
2016;Octubre;4;262.55;0.2124;191.91;0.1782
